code_insee;nom_commune;code_departement;dose_rayonnements_telluriques;dose_rayonnements_cosmiques;dose_radon_maison_individuelle;dose_radon_habitat_collectif;dose_depots_essais_atmospheriques_et_tchernobyl;;
14311;Grainville-sur-Odon;14;519;305;4726;2539;9;;
14312;Grandcamp-Maisy;14;495;298;3428;2098;9;;
14316;Grangues;14;520;306;2572;1807;9;;
14318;Graye-sur-Mer;14;495;298;3025;1961;9;;
14319;Grentheville;14;603;299;3396;2087;9;;
14320;Grimbosq;14;544;304;5216;2705;9;;
14322;Guéron;14;519;302;5070;2656;9;;
14325;Hermanville-sur-Mer;14;503;298;2514;1788;9;;
14326;Hermival-les-Vaux;14;440;302;2881;1912;9;;
14327;Hérouville-Saint-Clair;14;608;301;2258;1701;9;;
14328;Hérouvillette;14;586;298;2952;1936;9;;
14329;Heuland;14;490;310;2571;1807;9;;
14332;La Hoguette;14;622;298;5781;2897;9;;
14333;Honfleur;14;409;298;2622;1824;9;;
14334;L'Hôtellerie;14;459;312;3343;2069;9;;
14335;Hotot-en-Auge;14;588;299;2857;1904;9;;
14336;Hottot-les-Bagues;14;543;308;5981;2965;9;;
14337;La Houblonnière;14;503;304;2798;1884;9;;
14338;Houlgate;14;459;298;2763;1872;9;;
14341;Ifs;14;543;300;3831;2235;9;;
14342;Isigny-sur-Mer;14;546;299;4464;2450;9;;
14343;Les Isles-Bardel;14;570;304;6502;3142;9;;
14344;Janville;14;598;299;3236;2033;9;;
14345;Jort;14;524;300;3959;2278;9;;
14346;Juaye-Mondaye;14;525;302;5312;2738;9;;
14347;Dialan sur Chaîne;14;649;317;10076;4356;9;;
14348;Juvigny-sur-Seulles;14;540;303;5739;2883;9;;
14349;Laize-Clinchamps;14;515;302;5010;2635;9;;
14352;Landelles-et-Coupigny;14;614;307;6377;3100;9;;
14353;Landes-sur-Ajon;14;549;307;5814;2908;9;;
14354;Langrune-sur-Mer;14;449;298;2711;1855;9;;
14355;Ponts sur Seulles;14;529;300;3447;2104;9;;
14357;Terres de Druance;14;604;317;8143;3699;9;;
14358;Léaupartie;14;505;300;2710;1854;9;;
14360;Leffard;14;575;317;6055;2990;9;;
14362;Lessard-et-le-Chêne;14;500;310;2805;1887;9;;
14364;Lingèvres;14;509;304;5798;2903;9;;
14365;Lion-sur-Mer;14;463;298;2484;1778;9;;
14366;Lisieux;14;489;301;2807;1887;9;;
14367;Lison;14;571;301;4955;2617;9;;
14368;Lisores;14;527;311;2612;1821;9;;
14369;Litteau;14;528;307;8591;3852;9;;
14370;Le Molay-Littry;14;568;301;5198;2699;9;;
14371;Livarot-Pays-d'Auge;14;507;304;3316;2060;9;;
14374;Les Loges;14;556;314;9824;4270;9;;
14375;Les Loges-Saulces;14;566;316;5972;2962;9;;
14377;Longues-sur-Mer;14;484;302;4373;2419;9;;
14378;Longueville;14;500;299;3987;2288;9;;
14379;Longvillers;14;551;309;6685;3204;9;;
14380;Loucelles;14;520;303;4226;2369;9;;
14381;Louvagny;14;515;303;3711;2194;9;;
14383;Louvigny;14;499;298;3924;2267;9;;
14384;Luc-sur-Mer;14;437;298;2713;1855;9;;
14385;Magny-en-Bessin;14;485;301;3952;2276;9;;
14389;Maisoncelles-Pelvey;14;553;309;7220;3386;9;;
14390;Maisoncelles-sur-Ajon;14;546;309;5625;2844;9;;
14391;Maisons;14;518;300;4143;2341;9;;
14393;Maizet;14;520;305;4775;2555;9;;
14394;Maizières;14;551;302;4126;2335;9;;
14396;Maltot;14;477;302;4467;2451;9;;
14397;Mandeville-en-Bessin;14;482;301;4034;2304;9;;
14398;Manerbe;14;484;302;2652;1835;9;;
14399;Manneville-la-Pipard;14;457;299;2828;1894;9;;
14400;Le Manoir;14;514;299;3815;2229;9;;
14401;Manvieux;14;482;302;3895;2257;9;;
14402;Le Marais-la-Chapelle;14;504;303;3855;2243;9;;
14403;Marolles;14;461;312;3827;2234;9;;
14404;Martainville;14;574;314;5457;2787;9;;
14405;Martigny-sur-l'Ante;14;640;318;6022;2979;9;;
14406;Moulins en Bessin;14;518;300;3903;2259;9;;
14407;Mathieu;14;513;301;3089;1983;9;;
14408;May-sur-Orne;14;560;302;4732;2541;9;;
14409;Merville-Franceville-Plage;14;551;298;2686;1846;9;;
14410;Méry-Bissières-en-Auge;14;559;300;3100;1987;9;;
14411;Meslay;14;577;315;5526;2811;9;;
14412;Le Mesnil-au-Grain;14;551;310;6373;3098;9;;
14419;Le Mesnil-Eudes;14;488;306;2745;1866;9;;
14421;Le Mesnil-Guillaume;14;465;303;2991;1950;9;;
14424;Le Mesnil-Robert;14;605;309;8623;3862;9;;
14425;Le Mesnil-Simon;14;532;304;2786;1880;9;;
14426;Le Mesnil-sur-Blangy;14;449;305;2868;1908;9;;
14427;Le Mesnil-Villement;14;576;305;6440;3121;9;;
14430;Meuvaines;14;501;298;3669;2180;9;;
14431;Mézidon Vallée d'Auge;14;525;305;3281;2048;9;;
14435;Les Monceaux;14;489;306;2803;1886;9;;
14436;Monceaux-en-Bessin;14;492;303;4897;2597;9;;
14437;Mondeville;14;590;298;2800;1885;9;;
14438;Mondrainville;14;515;305;4638;2509;9;;
14439;Monfréville;14;494;299;4492;2460;9;;
14445;Montfiquet;14;523;306;7614;3520;9;;
14446;Montigny;14;553;310;5703;2871;9;;
14448;Montreuil-en-Auge;14;501;308;2697;1850;9;;
14449;Monts-en-Bessin;14;541;310;5673;2860;9;;
14452;Morteaux-Coulibœuf;14;519;301;3735;2202;9;;
14453;Mosles;14;487;300;4232;2371;9;;
14454;Mouen;14;514;304;4463;2450;9;;
14455;Moulines;14;577;303;4755;2549;9;;
14456;Moult-Chicheboville;14;580;299;3319;2061;9;;
14457;Les Moutiers-en-Auge;14;506;306;3734;2202;9;;
14458;Les Moutiers-en-Cinglais;14;559;308;5161;2686;9;;
14460;Moyaux;14;440;311;2530;1793;9;;
14461;Mutrécy;14;535;304;5068;2655;9;;
14465;Nonant;14;499;302;4496;2461;9;;
14466;Norolles;14;448;300;2609;1820;9;;
14467;Noron-l'Abbaye;14;623;307;6043;2986;9;;
14468;Noron-la-Poterie;14;594;301;5674;2861;9;;
14469;Norrey-en-Auge;14;512;301;3665;2178;9;;
14473;Notre-Dame-de-Livaye;14;511;300;2811;1889;9;;
14474;Notre-Dame-d'Estrées-Corbon;14;556;298;2804;1886;9;;
14475;Val d'Arry;14;517;308;5271;2724;9;;
14476;Olendon;14;553;306;4746;2546;9;;
14478;Orbec;14;490;307;3015;1958;9;;
14480;Osmanville;14;488;301;4261;2381;9;;
14482;Ouézy;14;535;299;3435;2100;9;;
14483;Ouffières;14;551;307;5676;2861;9;;
14484;Ouilly-du-Houley;14;446;304;2931;1929;9;;
14486;Ouilly-le-Tesson;14;582;306;5425;2776;9;;
14487;Ouilly-le-Vicomte;14;454;301;2348;1731;9;;
14488;Ouistreham;14;545;298;2459;1769;9;;
14491;Parfouru-sur-Odon;14;538;306;5947;2953;9;;
14492;Pennedepie;14;384;307;2501;1783;9;;
14494;Périers-en-Auge;14;516;300;2528;1793;9;;
14495;Périers-sur-le-Dan;14;508;300;2927;1928;9;;
14496;Périgny;14;578;311;8528;3830;9;;
14497;Perrières;14;529;304;4412;2432;9;;
14498;Pertheville-Ners;14;543;306;5075;2657;9;;
14499;Petiville;14;564;298;2792;1882;9;;
14500;Pierrefitte-en-Auge;14;462;302;2813;1889;9;;
14501;Pierrefitte-en-Cinglais;14;583;322;6019;2978;9;;
14502;Pierrepont;14;568;319;6031;2982;9;;
14504;Le Pin;14;436;309;2727;1860;9;;
14506;Planquery;14;534;305;7767;3572;9;;
14509;Plumetot;14;479;300;2983;1947;9;;
14510;La Pommeraye;14;586;315;6128;3015;9;;
14511;Pont-Bellanger;14;587;311;8549;3837;9;;
14512;Pontécoulant;14;598;307;7028;3321;9;;
14514;Pont-l'Évêque;14;513;298;2943;1934;9;;
14515;Port-en-Bessin-Huppain;14;486;299;3770;2214;9;;
14516;Potigny;14;597;312;7596;3514;9;;
14519;Préaux-Bocage;14;537;312;5450;2785;9;;
14520;Le Pré-d'Auge;14;493;311;2747;1867;9;;
14522;Prêtreville;14;485;303;2833;1896;9;;
14524;Putot-en-Auge;14;576;300;2312;1719;9;;
14527;Belle Vie en Auge;14;554;299;3019;1959;9;;
14528;Quetteville;14;410;306;2771;1875;9;;
14529;Ranchy;14;497;300;5152;2684;9;;
14530;Ranville;14;588;298;2778;1877;9;;
14531;Rapilly;14;570;316;6346;3089;9;;
14533;Repentigny;14;498;308;2693;1848;9;;
14534;Reux;14;491;298;2729;1861;9;;
14535;Reviers;14;508;298;3091;1984;9;;
14536;La Rivière-Saint-Sauveur;14;383;298;2964;1940;9;;
14538;Castine-en-Plaine;14;542;303;4181;2354;9;;
14540;Rocques;14;436;300;2671;1841;9;;
14541;La Roque-Baignard;14;496;305;2706;1853;9;;
14542;Rosel;14;505;301;3381;2082;9;;
14543;Rots;14;522;302;3525;2131;9;;
14546;Rouvres;14;558;302;4355;2413;9;;
14547;Rubercy;14;502;300;4267;2383;9;;
14550;Rumesnil;14;519;305;2708;1854;9;;
14552;Ryes;14;493;299;3757;2210;9;;
14554;Le Castelet;14;561;304;4034;2304;9;;
14555;Saint-André-d'Hébertot;14;429;305;2785;1880;9;;
14556;Saint-André-sur-Orne;14;493;298;4443;2443;9;;
14557;Saint-Arnoult;14;443;298;2033;1624;9;;
14558;Saint-Aubin-d'Arquenay;14;521;300;2671;1841;9;;
14559;Saint-Aubin-des-Bois;14;623;309;8518;3827;9;;
14562;Saint-Aubin-sur-Mer;14;453;298;2619;1823;9;;
14563;Saint-Benoît-d'Hébertot;14;425;308;2767;1874;9;;
14565;Saint-Côme-de-Fresné;14;496;298;3683;2185;9;;
14566;Saint-Contest;14;502;301;3346;2070;9;;
14569;Sainte-Croix-sur-Mer;14;507;298;3435;2100;9;;
14570;Valorbiquet;14;483;313;3104;1988;9;;
14571;Saint-Denis-de-Mailloc;14;471;303;3012;1957;9;;
14572;Saint-Denis-de-Méré;14;621;302;6845;3258;9;;
14574;Saint-Désir;14;477;303;2707;1853;9;;
14575;Saint-Étienne-la-Thillaye;14;476;298;2599;1817;9;;
14576;Val-de-Vie;14;519;304;2962;1940;9;;
14578;Saint-Gatien-des-Bois;14;441;310;2554;1801;9;;
14579;Seulline;14;563;313;8312;3757;9;;
14582;Saint-Germain-de-Livet;14;489;304;2774;1876;9;;
14586;Saint-Germain-du-Pert;14;493;299;4220;2367;9;;
14587;Saint-Germain-la-Blanche-Herbe;14;493;303;3715;2196;9;;
14588;Saint-Germain-Langot;14;576;314;5886;2933;9;;
14589;Saint-Germain-le-Vasson;14;644;311;4439;2441;9;;
14590;Sainte-Honorine-de-Ducy;14;539;309;7007;3314;9;;
14591;Aure sur Mer;14;482;302;3875;2250;9;;
14592;Sainte-Honorine-du-Fay;14;531;307;4587;2492;9;;
14593;Saint-Hymer;14;470;303;2752;1869;9;;
14595;Saint-Jean-de-Livet;14;476;312;2816;1890;9;;
14598;Saint-Jouin;14;543;306;2632;1828;9;;
14601;Saint-Julien-sur-Calonne;14;485;301;2846;1900;9;;
14602;Saint-Lambert;14;581;314;7629;3525;9;;
14603;Saint-Laurent-de-Condel;14;557;307;5027;2641;9;;
14605;Saint-Laurent-sur-Mer;14;471;301;3912;2262;9;;
14606;Saint-Léger-Dubosq;14;562;300;2533;1794;9;;
14607;Saint-Louet-sur-Seulles;14;549;305;6502;3142;9;;
14609;Saint-Loup-Hors;14;500;302;5009;2635;9;;
14610;Saint-Manvieu-Norrey;14;521;302;4032;2303;9;;
14613;Saint-Marcouf;14;575;301;5369;2757;9;;
14614;Sainte-Marguerite-d'Elle;14;578;301;5793;2901;9;;
14619;Sainte-Marie-Outre-l'Eau;14;595;301;8220;3726;9;;
14620;Saint-Martin-aux-Chartrains;14;476;299;2637;1830;9;;
14621;Saint-Martin-de-Bienfaite-la-Cressonnière;14;492;305;3073;1977;9;;
14622;Saint-Martin-de-Blagny;14;575;300;5396;2767;9;;
14623;Saint-Martin-de-Fontenay;14;529;300;4421;2435;9;;
14625;Saint-Martin-de-la-Lieue;14;473;302;2776;1877;9;;
14626;Saint-Martin-de-Mailloc;14;477;307;2999;1952;9;;
14627;Saint-Martin-de-Mieux;14;635;316;5884;2932;9;;
14630;Saint-Martin-des-Entrées;14;493;302;4522;2470;9;;
14635;Saint-Omer;14;657;322;6172;3030;9;;
14637;Saint-Ouen-du-Mesnil-Oger;14;586;299;3099;1986;9;;
14639;Saint-Ouen-le-Pin;14;491;312;2753;1869;9;;
14640;Saint-Pair;14;609;300;3369;2078;9;;
14643;Saint-Paul-du-Vernay;14;596;308;5723;2877;9;;
14644;Saint-Philbert-des-Champs;14;446;311;2798;1884;9;;
14645;Saint-Pierre-Azif;14;454;301;2490;1780;9;;
14646;Saint-Pierre-Canivet;14;630;311;5740;2883;9;;
14648;Saint-Pierre-des-Ifs;14;486;305;2781;1878;9;;
14649;Saint-Pierre-du-Bû;14;624;317;5937;2950;9;;
14650;Saint-Pierre-du-Fresne;14;637;317;9871;4286;9;;
14651;Saint-Pierre-du-Jonquet;14;598;298;3034;1964;9;;
14652;Saint-Pierre-du-Mont;14;466;298;3801;2225;9;;
14654;Saint-Pierre-en-Auge;14;509;304;3432;2099;9;;
14656;Saint-Rémy;14;649;301;6685;3204;9;;
14657;Saint-Samson;14;597;299;3138;2000;9;;
14658;Noues de Sienne;14;679;304;10393;4463;9;;
14659;Saint-Sylvain;14;553;301;3900;2259;9;;
14660;Saint-Vaast-en-Auge;14;457;308;2538;1796;9;;
14661;Saint-Vaast-sur-Seulles;14;544;303;5826;2913;9;;
14663;Saint-Vigor-le-Grand;14;498;302;4575;2487;9;;
14664;Sallen;14;542;310;9050;4007;9;;
14665;Sallenelles;14;537;298;2671;1841;9;;
14667;Saon;14;574;300;4664;2518;9;;
14668;Saonnet;14;571;305;4479;2455;9;;
14669;Sassy;14;643;303;4259;2380;9;;
14672;Val de Drôme;14;553;316;11101;4704;9;;
14674;Soignolles;14;554;303;4208;2363;9;;
14675;Soliers;14;590;300;3617;2162;9;;
14676;Sommervieu;14;490;302;3641;2170;9;;
14677;Soulangy;14;548;310;5725;2878;9;;
14678;Soumont-Saint-Quentin;14;643;310;6268;3062;9;;
14679;Subles;14;592;301;5451;2785;9;;
14680;Sully;14;517;300;4454;2446;9;;
14681;Surrain;14;481;299;3912;2262;9;;
14682;Surville;14;448;301;2833;1896;9;;
14684;Tessel;14;509;306;5119;2672;9;;
14685;Thaon;14;508;299;2988;1949;9;;
14687;Le Theil-en-Auge;14;413;309;2697;1850;9;;
14689;Le Hom;14;563;312;6138;3018;9;;
14692;Tilly-sur-Seulles;14;540;302;5917;2943;9;;
14694;Le Torquesne;14;464;308;2681;1845;9;;
14698;Touffréville;14;599;298;3496;2121;9;;
14699;Touques;14;427;298;1976;1605;9;;
14700;Tour-en-Bessin;14;502;300;4451;2446;9;;
14701;Tourgéville;14;447;298;2275;1707;9;;
14705;Tournières;14;576;302;5585;2831;9;;
14706;Tourville-en-Auge;14;436;301;2690;1847;9;;
14707;Tourville-sur-Odon;14;508;304;4564;2484;9;;
14708;Tracy-Bocage;14;551;309;7324;3421;9;;
14709;Tracy-sur-Mer;14;484;303;3796;2223;9;;
14710;Tréprel;14;575;319;5958;2957;9;;
14711;Trévières;14;505;299;3418;2095;9;;
14712;Saline;14;612;300;3461;2109;9;;
14713;Montillières-sur-Orne;14;541;308;5310;2737;9;;
14714;Le Tronquay;14;521;304;5380;2761;9;;
14715;Trouville-sur-Mer;14;387;298;1721;1518;9;;
14716;Trungy;14;526;303;5554;2820;9;;
14719;Urville;14;637;310;4301;2394;9;;
14720;Ussy;14;579;314;6758;3229;9;;
14721;Vacognes-Neuilly;14;527;308;5143;2681;9;;
14723;Valsemé;14;482;309;2653;1835;9;;
14724;Varaville;14;557;298;2727;1860;9;;
14726;Valdallière;14;586;304;9708;4231;9;;
14728;Vaucelles;14;533;302;4674;2521;9;;
14731;Vauville;14;437;300;2398;1748;9;;
14732;Vaux-sur-Aure;14;513;300;4384;2423;9;;
14733;Vaux-sur-Seulles;14;505;299;4194;2358;9;;
14734;Vendes;14;509;306;5433;2779;9;;
14735;Vendeuvre;14;528;300;3965;2280;9;;
14737;Versainville;14;550;307;5574;2827;9;;
14738;Verson;14;501;300;4348;2411;9;;
14739;Ver-sur-Mer;14;495;299;3550;2140;9;;
14740;La Vespière-Friardel;14;493;313;3034;1964;9;;
14741;Le Vey;14;587;310;6353;3091;9;;
14742;Vicques;14;520;301;3882;2252;9;;
14743;Victot-Pontfol;14;560;298;2811;1888;9;;
14744;Vienne-en-Bessin;14;501;300;3885;2253;9;;
14745;Vierville-sur-Mer;14;471;301;3893;2256;9;;
14747;Vieux;14;500;303;4785;2559;9;;
14748;Vieux-Bourg;14;432;306;2767;1874;9;;
14751;Vignats;14;615;311;4973;2623;9;;
14752;Villers-Bocage;14;550;311;6573;3166;9;;
14753;Villers-Canivet;14;634;301;6289;3070;9;;
14754;Villers-sur-Mer;14;444;298;2349;1732;9;;
14755;Villerville;14;383;300;2355;1734;9;;
14756;La Villette;14;597;323;7796;3582;9;;
14758;Villons-les-Buissons;14;501;303;3205;2022;9;;
14759;Villy-lez-Falaise;14;525;306;5295;2732;9;;
14760;Villy-Bocage;14;545;311;6260;3060;9;;
14761;Vimont;14;610;299;3375;2080;9;;
14762;Vire Normandie;14;677;305;14126;5731;9;;
14764;Pont-d'Ouilly;14;602;303;6157;3025;9;;
15001;Allanche;15;842;473;4452;2446;9;;
15002;Alleuze;15;910;446;8096;3683;9;;
15003;Ally;15;1017;404;8553;3839;9;;
15004;Andelat;15;926;441;6540;3155;9;;
15005;Anglards-de-Saint-Flour;15;832;423;8755;3907;9;;
15006;Anglards-de-Salers;15;1048;427;8195;3717;9;;
15007;Anterrieux;15;973;468;18664;7272;9;;
15008;Antignac;15;1093;360;9899;4296;9;;
15009;Apchon;15;988;435;5970;2961;9;;
15010;Arches;15;1028;379;9698;4227;9;;
15011;Arnac;15;902;386;12607;5215;9;;
15012;Arpajon-sur-Cère;15;912;427;7374;3438;9;;
15013;Auriac-l'Église;15;979;389;6342;3088;9;;
15014;Aurillac;15;960;385;6188;3035;9;;
15015;Auzers;15;1084;417;6956;3296;9;;
15016;Ayrens;15;892;392;10125;4372;9;;
15017;Badailhac;15;970;465;10838;4615;9;;
15018;Barriac-les-Bosquets;15;926;384;10055;4349;9;;
15019;Bassignac;15;1188;344;12694;5245;9;;
15020;Beaulieu;15;1157;390;15269;6119;9;;
15021;Boisset;15;1060;349;14260;5777;9;;
15022;Bonnac;15;875;379;6898;3277;9;;
15024;Brageac;15;976;385;8589;3851;9;;
15025;Albepierre-Bredons;15;945;493;6642;3190;9;;
15026;Brezons;15;943;613;8145;3700;9;;
15027;Puycapel;15;959;373;8641;3869;9;;
15028;Carlat;15;970;420;13311;5454;9;;
15029;Cassaniouze;15;959;372;9177;4050;9;;
15030;Cayrols;15;1009;376;13345;5466;9;;
15032;Celoux;15;847;483;7013;3315;9;;
15033;Cézens;15;843;520;7616;3520;9;;
15034;Chaliers;15;925;432;14642;5906;9;;
15036;Chalvignac;15;1077;398;9238;4071;9;;
15037;Champagnac;15;1231;384;14735;5938;9;;
15038;Champs-sur-Tarentaine-Marchal;15;1085;360;10083;4358;9;;
15040;Chanterelle;15;905;479;5819;2910;9;;
15041;La Chapelle-d'Alagnon;15;841;444;5799;2903;9;;
15042;La Chapelle-Laurent;15;974;470;6690;3206;9;;
15043;Charmensac;15;865;459;5964;2959;9;;
15045;Chaudes-Aigues;15;966;414;14527;5867;9;;
15046;Chaussenac;15;959;401;9097;4023;9;;
15048;Chazelles;15;863;473;8354;3771;9;;
15049;Cheylade;15;989;470;4779;2557;9;;
15050;Le Claux;15;985;490;6614;3180;9;;
15051;Clavières;15;838;498;10833;4613;9;;
15052;Collandres;15;1012;502;6252;3057;9;;
15053;Coltines;15;927;467;5907;2940;9;;
15054;Condat;15;923;410;5247;2716;9;;
15055;Coren;15;828;464;5670;2859;9;;
15056;Crandelles;15;967;392;9204;4060;9;;
15057;Cros-de-Montvert;15;1055;372;16105;6403;9;;
15058;Cros-de-Ronesque;15;961;403;7028;3321;9;;
15059;Cussac;15;907;491;7200;3379;9;;
15060;Deux-Verges;15;963;487;18320;7156;9;;
15061;Dienne;15;973;499;7209;3382;9;;
15063;Drugeac;15;1010;395;8118;3691;9;;
15064;Escorailles;15;1011;405;8509;3824;9;;
15065;Espinasse;15;902;467;12433;5156;9;;
15066;Le Falgoux;15;992;456;7376;3439;9;;
15067;Le Fau;15;982;479;9602;4195;9;;
15069;Ferrières-Saint-Mary;15;871;393;5673;2860;9;;
15070;Fontanges;15;980;399;9173;4049;9;;
15072;Freix-Anglards;15;973;421;9794;4260;9;;
15073;Fridefont;15;917;455;15535;6210;9;;
15074;Giou-de-Mamou;15;969;409;9819;4268;9;;
15075;Girgols;15;974;454;9664;4216;9;;
15076;Glénat;15;977;379;14500;5858;9;;
15077;Gourdièges;15;797;503;8845;3938;9;;
15078;Jabrun;15;959;488;19407;7525;9;;
15079;Jaleyrac;15;1085;359;9473;4151;9;;
15080;Joursac;15;847;440;5606;2838;9;;
15081;Jou-sous-Monjou;15;963;417;10914;4640;9;;
15082;Junhac;15;960;364;9260;4079;9;;
15083;Jussac;15;978;386;9276;4084;9;;
15084;Labesserette;15;959;372;10312;4436;9;;
15085;Labrousse;15;888;424;9657;4214;9;;
15086;Lacapelle-Barrès;15;859;482;10270;4421;9;;
15087;Lacapelle-del-Fraisse;15;951;425;11295;4770;9;;
15088;Lacapelle-Viescamp;15;1044;370;12986;5344;9;;
15089;Ladinhac;15;951;382;9976;4322;9;;
15090;Lafeuillade-en-Vézie;15;941;416;11486;4835;9;;
15091;Landeyrat;15;840;510;5288;2730;9;;
15092;Lanobre;15;1170;360;13935;5666;9;;
15093;Lapeyrugue;15;873;378;9521;4167;9;;
15094;Laroquebrou;15;1032;351;14606;5894;9;;
15095;Laroquevieille;15;973;403;10471;4490;9;;
15096;Lascelle;15;974;444;10712;4572;9;;
15097;Lastic;15;852;514;6876;3269;9;;
15098;Laurie;15;880;444;5957;2957;9;;
15100;Laveissenet;15;836;514;5985;2967;9;;
15101;Laveissière;15;961;497;6466;3130;9;;
15102;Lavigerie;15;976;512;7525;3490;9;;
15103;Leucamp;15;948;381;10688;4564;9;;
15104;Leynhac;15;1030;386;9976;4322;9;;
15105;Leyvaux;15;970;420;6607;3178;9;;
15106;Lieutadès;15;960;461;16126;6410;9;;
15107;Lorcières;15;910;437;13336;5463;9;;
15108;Val d'Arcomie;15;985;454;18279;7141;9;;
15110;Lugarde;15;892;469;5217;2706;9;;
15111;Madic;15;1220;349;15285;6125;9;;
15112;Malbo;15;855;515;8821;3929;9;;
15113;Mandailles-Saint-Julien;15;974;461;9620;4201;9;;
15114;Marcenat;15;901;499;5056;2651;9;;
15116;Marchastel;15;999;456;5788;2900;9;;
15117;Marcolès;15;981;427;14367;5813;9;;
15118;Marmanhac;15;977;391;10042;4344;9;;
15119;Massiac;15;991;368;6151;3023;9;;
15120;Mauriac;15;1025;400;8430;3797;9;;
15121;Maurines;15;972;470;20337;7840;9;;
15122;Maurs;15;1006;327;8845;3938;9;;
15123;Méallet;15;1094;400;8504;3822;9;;
15124;Menet;15;1067;468;6002;2972;9;;
15125;Mentières;15;830;448;6425;3116;9;;
15126;Molèdes;15;875;505;5511;2806;9;;
15127;Molompize;15;877;367;6525;3150;9;;
15128;La Monselie;15;1086;409;8525;3829;9;;
15129;Montboudif;15;942;462;6100;3005;9;;
15130;Montchamp;15;844;505;7411;3451;9;;
15131;Le Monteil;15;1099;362;8907;3959;9;;
15132;Montgreleix;15;870;557;5627;2845;9;;
15133;Montmurat;15;843;344;5368;2757;9;;
15134;Montsalvy;15;879;421;8137;3697;9;;
15135;Montvert;15;1029;388;15582;6226;9;;
15137;Moussages;15;1061;439;7516;3486;9;;
15138;Murat;15;940;515;6017;2977;9;;
15139;Narnhac;15;933;478;9752;4246;9;;
15140;Naucelles;15;957;389;7470;3471;9;;
15141;Neussargues en Pinatelle;15;843;427;5307;2736;9;;
15142;Neuvéglise-sur-Truyère;15;911;427;8474;3812;9;;
15143;Nieudan;15;968;380;12515;5184;9;;
15144;Omps;15;1049;386;13824;5629;9;;
15146;Pailherols;15;957;490;10785;4596;9;;
15147;Parlan;15;984;379;12884;5309;9;;
15148;Paulhac;15;936;515;7269;3402;9;;
15149;Paulhenc;15;923;458;10792;4599;9;;
15151;Peyrusse;15;863;465;5493;2799;9;;
15152;Pierrefort;15;912;459;9090;4021;9;;
15153;Pleaux;15;1001;427;11124;4712;9;;
15154;Polminhac;15;972;392;11077;4696;9;;
15155;Pradiers;15;937;536;5268;2723;9;;
15156;Prunet;15;885;412;10873;4626;9;;
15157;Quézac;15;957;358;9597;4193;9;;
15158;Rageade;15;858;493;7629;3525;9;;
15159;Raulhac;15;969;412;10049;4347;9;;
15160;Reilhac;15;968;393;8756;3908;9;;
15161;Rézentières;15;853;492;5949;2954;9;;
15162;Riom-ès-Montagnes;15;1054;435;7119;3351;9;;
15163;Roannes-Saint-Mary;15;892;425;8484;3815;9;;
15164;Roffiac;15;921;432;6919;3284;9;;
15165;Rouffiac;15;1032;369;17284;6804;9;;
15166;Roumégoux;15;996;387;13255;5435;9;;
15167;Rouziers;15;980;366;11719;4914;9;;
15168;Ruynes-en-Margeride;15;843;451;9182;4052;9;;
15169;Saignes;15;1054;359;13369;5474;9;;
15170;Saint-Amandin;15;929;422;6642;3190;9;;
15172;Saint-Antoine;15;976;385;10709;4571;9;;
15173;Saint-Bonnet-de-Condat;15;894;451;4545;2478;9;;
15174;Saint-Bonnet-de-Salers;15;997;445;8254;3737;9;;
15175;Saint-Cernin;15;974;427;9380;4119;9;;
15176;Saint-Chamant;15;970;414;9482;4154;9;;
15178;Saint-Cirgues-de-Jordanne;15;975;419;10667;4557;9;;
15179;Saint-Cirgues-de-Malbert;15;978;416;9594;4192;9;;
15180;Saint-Clément;15;965;484;10830;4612;9;;
15181;Saint-Constant-Fournoulès;15;885;324;7117;3351;9;;
15182;Saint-Étienne-Cantalès;15;966;370;13660;5573;9;;
15183;Saint-Étienne-de-Carlat;15;973;420;11506;4841;9;;
15184;Saint-Étienne-de-Maurs;15;1020;327;9497;4159;9;;
15185;Saint-Étienne-de-Chomeil;15;1078;409;7658;3535;9;;
15186;Sainte-Eulalie;15;993;392;9048;4007;9;;
15187;Saint-Flour;15;936;446;6575;3167;9;;
15188;Saint-Georges;15;938;465;7190;3376;9;;
15189;Saint-Gérons;15;1035;356;14278;5783;9;;
15190;Saint-Hippolyte;15;989;481;5317;2739;9;;
15191;Saint-Illide;15;897;392;11006;4672;9;;
15192;Saint-Jacques-des-Blats;15;966;477;9249;4075;9;;
15194;Saint-Julien-de-Toursac;15;1025;365;10528;4509;9;;
15196;Saint-Mamet-la-Salvetat;15;1061;427;13888;5650;9;;
15198;Sainte-Marie;15;975;434;11960;4995;9;;
15199;Saint-Martial;15;914;454;15710;6269;9;;
15200;Saint-Martin-Cantalès;15;986;384;11350;4788;9;;
15201;Saint-Martin-sous-Vigouroux;15;928;417;9393;4124;9;;
15202;Saint-Martin-Valmeroux;15;975;387;8886;3952;9;;
15203;Saint-Mary-le-Plain;15;867;441;6751;3227;9;;
15204;Saint-Paul-des-Landes;15;880;371;10480;4493;9;;
15205;Saint-Paul-de-Salers;15;994;493;8971;3981;9;;
15206;Saint-Pierre;15;1227;379;15752;6283;9;;
15207;Saint-Poncy;15;882;428;6539;3154;9;;
15208;Saint-Projet-de-Salers;15;980;425;10007;4332;9;;
15209;Saint-Rémy-de-Chaudes-Aigues;15;954;508;16052;6385;9;;
