code_insee;nom_commune;code_departement;dose_rayonnements_telluriques;dose_rayonnements_cosmiques;dose_radon_maison_individuelle;dose_radon_habitat_collectif;dose_depots_essais_atmospheriques_et_tchernobyl;;
38285;Ornon;38;611;505;4965;2620;9;;
38286;Oulles;38;688;631;6063;2993;9;;
38287;Oyeu;38;512;373;5422;2775;9;;
38288;Oytier-Saint-Oblas;38;508;322;4081;2320;46;;
38289;Oz;38;753;683;7040;3325;9;;
38290;Pact;38;573;324;4992;2629;9;;
38291;Pajay;38;542;339;4549;2479;46;;
38292;Villages du Lac de Paladru;38;495;362;5475;2793;9;;
38294;Panossas;38;474;317;4704;2531;9;;
38295;Parmilieu;38;407;332;3702;2191;9;;
38296;Le Passage;38;465;358;5390;2764;9;;
38297;Arandon-Passins;38;444;325;4348;2411;9;;
38298;Le Péage-de-Roussillon;38;709;311;3724;2199;9;;
38299;Pellafol;38;532;452;6375;3099;9;;
38300;Penol;38;527;335;4911;2602;46;;
38301;Percy;38;497;452;5372;2758;9;;
38303;La Pierre;38;569;323;5449;2784;9;;
38304;Pierre-Châtel;38;622;455;6008;2974;9;;
38307;Pisieu;38;552;324;4783;2558;9;;
38308;Plan;38;502;378;5293;2732;9;;
38309;Poisat;38;506;318;3780;2218;9;;
38310;Poliénas;38;484;318;5979;2965;9;;
38311;Pommier-de-Beaurepaire;38;548;354;4769;2554;9;;
38313;Ponsonnas;38;553;426;5906;2939;9;;
38314;Pontcharra;38;609;324;4155;2345;9;;
38315;Le Pont-de-Beauvoisin;38;449;322;3483;2117;9;;
38316;Pont-de-Chéruy;38;508;316;4439;2441;9;;
38317;Le Pont-de-Claix;38;505;322;6141;3020;9;;
38318;Pont-Évêque;38;611;317;3488;2119;9;;
38319;Pont-en-Royans;38;528;317;5687;2865;9;;
38320;Porcieu-Amblagnieu;38;405;324;3535;2134;9;;
38321;Prébois;38;505;415;4917;2604;9;;
38322;Presles;38;514;439;5737;2882;9;;
38323;Pressins;38;456;324;4800;2564;9;;
38324;Primarette;38;550;347;4837;2577;9;;
38325;Proveysieux;38;436;362;3949;2275;9;;
38326;Prunières;38;546;441;5744;2885;9;;
38328;Quaix-en-Chartreuse;38;456;366;4000;2292;9;;
38329;Quet-en-Beaumont;38;533;414;6165;3028;9;;
38330;Quincieu;38;475;379;5600;2836;46;;
38331;Réaumont;38;481;349;5066;2654;9;;
38332;Renage;38;475;331;4860;2584;9;;
38333;Rencurel;38;498;427;5882;2931;9;;
38334;Revel;38;652;378;5191;2697;9;;
38335;Revel-Tourdan;38;567;346;4842;2578;9;;
38336;Reventin-Vaugris;38;593;324;3700;2191;9;;
38337;Rives;38;490;337;4091;2323;9;;
38338;La Rivière;38;485;316;5488;2798;9;;
38339;Roche;38;468;340;4425;2437;46;;
38340;Les Roches-de-Condrieu;38;601;311;6235;3051;9;;
38341;Rochetoirin;38;485;342;5270;2724;9;;
38342;Roissard;38;498;610;4798;2563;9;;
38343;Romagnieu;38;489;322;4917;2604;9;;
38344;Roussillon;38;631;316;3634;2168;9;;
38345;Rovon;38;496;327;6206;3041;9;;
38346;Royas;38;482;335;3749;2207;46;;
38347;Roybon;38;508;366;4625;2505;46;;
38348;Ruy-Montceau;38;473;324;5600;2836;9;;
38349;Sablons;38;768;309;5571;2826;9;;
38350;Sainte-Agnès;38;674;403;5289;2730;9;;
38351;Saint-Agnin-sur-Bion;38;468;352;4626;2505;46;;
38352;Saint-Alban-de-Roche;38;443;326;4607;2499;9;;
38353;Saint-Alban-du-Rhône;38;667;311;6250;3056;9;;
38354;Saint-Albin-de-Vaulserre;38;467;330;4345;2409;9;;
38355;Saint-Andéol;38;502;661;6097;3005;9;;
38356;Saint-André-en-Royans;38;533;339;5843;2918;9;;
38357;Saint-André-le-Gaz;38;491;343;5238;2713;9;;
38358;Sainte-Anne-sur-Gervonde;38;483;349;4650;2513;46;;
38359;Saint Antoine l'Abbaye;38;533;339;4960;2618;46;;
38360;Saint-Appolinard;38;529;350;5553;2820;46;;
38361;Saint-Arey;38;532;446;5551;2819;9;;
38362;Saint-Aupre;38;446;354;5136;2678;9;;
38363;Saint-Barthélemy;38;569;324;4887;2593;46;;
38364;Saint-Barthélemy-de-Séchilienne;38;537;347;5210;2703;9;;
38365;Saint-Baudille-de-la-Tour;38;414;339;3701;2191;9;;
38366;Saint-Baudille-et-Pipet;38;530;453;3772;2215;9;;
38368;Saint-Blaise-du-Buis;38;490;352;5138;2679;9;;
38369;Sainte-Blandine;38;492;348;5381;2761;9;;
38370;Saint-Bonnet-de-Chavagne;38;556;332;6148;3022;9;;
38372;Saint-Bueil;38;464;337;4448;2445;9;;
38373;Saint-Cassien;38;479;338;5466;2790;9;;
38374;Saint-Chef;38;463;330;5410;2771;9;;
38375;Saint-Christophe-en-Oisans;38;851;652;8673;3879;46;;
38376;Saint-Christophe-sur-Guiers;38;456;345;4838;2577;9;;
38377;Saint-Clair-de-la-Tour;38;466;334;6083;3000;9;;
38378;Saint-Clair-du-Rhône;38;636;312;6561;3162;9;;
38379;Saint-Clair-sur-Galaure;38;536;345;4770;2554;46;;
38380;Saint-Didier-de-Bizonnes;38;513;372;4905;2600;9;;
38381;Saint-Didier-de-la-Tour;38;489;340;5583;2830;9;;
38382;Saint-Égrève;38;484;318;3106;1989;9;;
38383;Saint-Étienne-de-Crossey;38;447;352;6199;3039;9;;
38384;Saint-Étienne-de-Saint-Geoirs;38;514;343;4149;2343;9;;
38386;Saint-Geoire-en-Valdaine;38;464;333;4951;2615;9;;
38387;Saint-Geoirs;38;503;344;4803;2565;46;;
38388;Saint-Georges-de-Commiers;38;510;339;5029;2642;9;;
38389;Saint-Georges-d'Espéranche;38;490;340;3513;2127;46;;
38390;Saint-Gervais;38;493;316;5799;2903;9;;
38391;Saint-Guillaume;38;504;400;5860;2924;9;;
38392;Saint-Hilaire-de-Brens;38;421;331;4563;2484;9;;
38393;Saint-Hilaire-de-la-Côte;38;507;343;5513;2806;9;;
38394;Saint-Hilaire-du-Rosier;38;561;321;6971;3301;9;;
38395;Plateau-des-Petites-Roches;38;538;469;5109;2669;9;;
38396;Saint-Honoré;38;655;491;6513;3146;9;;
38397;Saint-Ismier;38;484;338;4038;2305;9;;
38398;Saint-Jean-d'Avelanne;38;461;333;3845;2240;9;;
38399;Saint-Jean-de-Bournay;38;478;342;3168;2010;46;;
38400;Saint-Jean-de-Moirans;38;519;319;5382;2762;9;;
38401;Saint-Jean-de-Soudain;38;481;342;5348;2750;9;;
38402;Saint-Jean-de-Vaulx;38;502;492;5678;2862;9;;
38403;Saint-Jean-d'Hérans;38;536;416;5458;2787;9;;
38404;Saint-Jean-le-Vieux;38;508;400;5266;2722;9;;
38405;Saint-Joseph-de-Rivière;38;425;346;4722;2537;9;;
38406;Saint-Julien-de-l'Herms;38;490;355;4529;2472;9;;
38407;La Sure en Chartreuse;38;422;361;3996;2291;9;;
38408;Saint-Just-Chaleyssin;38;515;323;4234;2372;9;;
38409;Saint-Just-de-Claix;38;595;319;6300;3074;9;;
38410;Saint-Lattier;38;539;314;6334;3085;9;;
38412;Saint-Laurent-du-Pont;38;425;346;4146;2342;9;;
38413;Saint-Laurent-en-Beaumont;38;556;463;6729;3219;9;;
38414;Sainte-Luce;38;547;736;7406;3449;9;;
38415;Saint-Marcel-Bel-Accueil;38;460;325;5010;2635;9;;
38416;Saint-Marcellin;38;545;326;6790;3240;9;;
38417;Sainte-Marie-d'Alloix;38;590;324;5269;2723;9;;
38418;Sainte-Marie-du-Mont;38;549;464;4952;2616;9;;
38419;Saint-Martin-de-Clelles;38;495;400;5882;2932;9;;
38420;Saint-Martin-de-Vaulserre;38;440;342;4285;2389;9;;
38421;Saint-Martin-d'Hères;38;550;317;3311;2058;9;;
38422;Saint-Martin-d'Uriage;38;593;333;4238;2373;9;;
38423;Saint-Martin-le-Vinoux;38;481;317;3092;1984;9;;
38424;Saint-Maurice-en-Trièves;38;494;434;4752;2548;9;;
38425;Saint-Maurice-l'Exil;38;717;311;5425;2776;9;;
38426;Saint-Maximin;38;599;344;4686;2525;9;;
38427;Saint-Michel-de-Saint-Geoirs;38;483;375;5103;2667;46;;
38428;Saint-Michel-en-Beaumont;38;555;543;7934;3628;9;;
38429;Saint-Michel-les-Portes;38;500;448;6045;2987;9;;
38430;Saint-Mury-Monteymond;38;624;412;5347;2750;9;;
38431;Saint-Nazaire-les-Eymes;38;490;326;4768;2553;9;;
38432;Saint-Nicolas-de-Macherin;38;454;340;5548;2818;9;;
38433;Saint-Nizier-du-Moucherotte;38;471;530;4324;2402;9;;
38434;Saint-Ondras;38;484;352;5499;2801;9;;
38436;Saint-Paul-de-Varces;38;496;336;6401;3108;9;;
38437;Saint-Paul-d'Izeaux;38;496;371;5466;2790;9;;
38438;Saint-Paul-lès-Monestier;38;507;428;5811;2907;9;;
38439;Crêts en Belledonne;38;634;461;7257;3398;9;;
38440;Saint-Pierre-de-Bressieux;38;534;343;4868;2587;46;;
38442;Saint-Pierre-de-Chartreuse;38;507;446;4289;2390;9;;
38443;Saint-Pierre-de-Chérennes;38;511;338;6179;3032;9;;
38444;Saint-Pierre-de-Méaroz;38;547;412;6161;3026;9;;
38445;Saint-Pierre-de-Mésage;38;527;334;5075;2657;9;;
38446;Saint-Pierre-d'Entremont;38;505;462;3541;2137;9;;
38448;Saint-Prim;38;632;320;4968;2621;9;;
38449;Saint-Quentin-Fallavier;38;493;324;3824;2232;9;;
38450;Saint-Quentin-sur-Isère;38;483;319;5114;2671;9;;
38451;Saint-Romain-de-Jalionas;38;479;316;4396;2427;9;;
38452;Saint-Romain-de-Surieu;38;543;327;4618;2502;9;;
38453;Saint-Romans;38;555;319;5531;2812;9;;
38454;Saint-Sauveur;38;539;324;6628;3185;9;;
38455;Saint-Savin;38;460;336;4609;2499;9;;
38456;Châtel-en-Trièves;38;536;441;5403;2769;9;;
38457;Saint-Siméon-de-Bressieux;38;554;341;4570;2486;46;;
38458;Saint-Sorlin-de-Morestel;38;448;319;4817;2570;9;;
38459;Saint-Sorlin-de-Vienne;38;533;335;4058;2312;9;;
38460;Saint-Sulpice-des-Rivoires;38;446;374;5104;2667;9;;
38462;Saint-Théoffrey;38;618;462;5845;2919;9;;
38463;Saint-Vérand;38;554;351;6304;3075;9;;
38464;Saint-Victor-de-Cessieu;38;498;346;5259;2720;9;;
38465;Saint-Victor-de-Morestel;38;466;319;4047;2308;9;;
38466;Saint-Vincent-de-Mercuze;38;594;324;5029;2642;9;;
38467;Salagnon;38;436;325;4692;2527;9;;
38468;Salaise-sur-Sanne;38;703;312;4579;2489;9;;
38469;La Salette-Fallavaux;38;685;537;8738;3902;9;;
38470;La Salle-en-Beaumont;38;545;424;6722;3217;9;;
38471;Le Sappey-en-Chartreuse;38;462;481;4582;2490;9;;
38472;Sarcenas;38;452;505;4452;2446;9;;
38473;Sardieu;38;523;335;4922;2605;46;;
38474;Sassenage;38;502;317;3604;2158;9;;
38475;Satolas-et-Bonce;38;473;322;4561;2483;9;;
38476;Savas-Mépin;38;502;332;4011;2296;46;;
38478;Séchilienne;38;531;328;5690;2866;9;;
38479;Porte-des-Bonnevaux;38;494;351;4850;2581;46;;
38480;Septème;38;526;321;4110;2330;9;;
38481;Sérézin-de-la-Tour;38;490;331;5124;2674;9;;
38483;Sermérieu;38;434;331;4584;2491;9;;
38484;Serpaize;38;528;321;3866;2247;9;;
38485;Seyssinet-Pariset;38;499;318;3551;2140;9;;
38486;Seyssins;38;508;325;4089;2323;9;;
38487;Seyssuel;38;572;317;3996;2291;9;;
38488;Siccieu-Saint-Julien-et-Carisieu;38;444;326;4210;2364;9;;
38489;Siévoz;38;561;422;6754;3228;9;;
38490;Sillans;38;501;344;5195;2698;9;;
38492;Sinard;38;507;427;5767;2892;9;;
38494;Soleymieu;38;444;331;4403;2429;9;;
38495;La Sône;38;554;313;6337;3086;9;;
38496;Sonnay;38;575;324;4702;2531;9;;
38497;Sousville;38;585;427;6211;3043;9;;
38498;Succieu;38;492;351;4950;2615;9;;
38499;Susville;38;631;447;5922;2945;9;;
38500;Têche;38;521;330;6290;3070;9;;
38501;Tencin;38;579;322;5520;2808;9;;
38503;La Terrasse;38;574;322;5255;2719;9;;
38504;Theys;38;703;382;5982;2965;9;;
38505;Thodure;38;539;331;5430;2778;46;;
38507;Tignieu-Jameyzieu;38;534;318;4384;2423;9;;
38508;Torchefelon;38;503;365;5057;2651;9;;
38509;La Tour-du-Pin;38;482;331;5264;2722;9;;
38511;Le Touvet;38;596;325;4809;2567;9;;
38512;Tramolé;38;487;351;4756;2549;46;;
38513;Treffort;38;512;463;5689;2866;9;;
38514;Tréminis;38;488;455;4658;2516;9;;
38515;Trept;38;441;326;4477;2454;9;;
38516;La Tronche;38;499;320;3208;2023;9;;
38517;Tullins;38;484;321;5151;2683;9;;
38518;Valbonnais;38;694;422;10959;4656;9;;
38519;Valencin;38;498;336;3914;2263;9;;
38520;Valencogne;38;481;372;5398;2767;9;;
38521;La Valette;38;664;481;7448;3463;9;;
38522;Valjouffrey;38;810;488;14149;5739;9;;
38523;Varacieux;38;514;350;5488;2798;46;;
38524;Varces-Allières-et-Risset;38;494;325;4601;2497;9;;
38525;Vasselin;38;443;322;4947;2614;9;;
38526;Vatilieu;38;494;375;5994;2970;9;;
38527;Vaujany;38;754;548;7941;3631;9;;
38528;Vaulnaveys-le-Bas;38;522;333;4904;2599;9;;
38529;Vaulnaveys-le-Haut;38;576;337;4838;2577;9;;
38530;Vaulx-Milieu;38;504;319;4623;2504;9;;
38531;Velanne;38;436;366;4588;2492;9;;
38532;Vénérieu;38;439;321;4652;2514;9;;
38533;Venon;38;466;365;4288;2390;9;;
38535;Vernas;38;444;320;3881;2252;9;;
38536;Vernioz;38;546;324;4431;2439;9;;
38537;La Verpillière;38;479;318;5247;2716;9;;
38538;Le Versoud;38;505;319;5215;2705;9;;
38539;Vertrieu;38;437;319;3547;2139;9;;
38540;Veurey-Voroize;38;441;320;4369;2418;9;;
38542;Veyssilieu;38;441;322;4774;2555;9;;
38543;Vézeronce-Curtin;38;468;319;4578;2489;9;;
38544;Vienne;38;582;312;3944;2274;9;;
38545;Vif;38;512;330;5381;2761;9;;
38546;Vignieu;38;471;326;5000;2632;9;;
38547;Villard-Bonnot;38;500;319;5224;2708;9;;
38548;Villard-de-Lans;38;502;487;5575;2827;9;;
38549;Villard-Notre-Dame;38;794;683;8290;3749;9;;
38550;Villard-Reculas;38;621;655;7011;3315;9;;
38551;Villard-Reymond;38;628;740;7371;3437;9;;
38552;Villard-Saint-Christophe;38;542;498;6239;3053;9;;
38553;Villefontaine;38;482;325;4597;2495;9;;
38554;Villemoirieu;38;481;318;4496;2461;9;;
38555;Villeneuve-de-Marc;38;493;342;4062;2313;46;;
38556;Ville-sous-Anjou;38;608;311;4532;2473;9;;
38557;Villette-d'Anthon;38;456;317;3817;2230;9;;
38558;Villette-de-Vienne;38;517;327;3776;2216;9;;
38559;Vinay;38;499;326;6385;3102;9;;
38560;Val-de-Virieu;38;495;345;5310;2737;9;;
38561;Viriville;38;530;335;5163;2687;46;;
38562;Vizille;38;516;326;4479;2455;9;;
38563;Voiron;38;505;326;6549;3158;9;;
38564;Voissant;38;443;421;4428;2438;9;;
38565;Voreppe;38;451;319;3733;2202;9;;
38566;Vourey;38;483;316;5224;2708;9;;
38567;Chamrousse;38;537;776;5407;2770;9;;
39001;Abergement-la-Ronce;39;647;315;4727;2539;9;;
39002;Abergement-le-Grand;39;423;324;7308;3416;46;;
39003;Abergement-le-Petit;39;436;325;7206;3381;46;;
39004;Abergement-lès-Thésy;39;393;397;8591;3852;46;;
39006;Aiglepierre;39;425;338;7583;3509;46;;
39007;Alièze;39;378;379;6570;3165;46;;
39008;Amange;39;648;319;7032;3322;9;;
39009;Andelot-en-Montagne;39;378;381;11049;4686;46;;
39010;Andelot-Morval;39;416;357;5039;2645;9;;
39011;Annoire;39;676;314;5307;2736;9;;
39013;Arbois;39;433;327;7352;3431;46;;
39014;Archelange;39;540;323;6310;3077;9;;
39015;Ardon;39;336;375;8023;3658;46;;
39016;Arinthod;39;395;351;6199;3039;46;;
39017;Arlay;39;453;319;7294;3411;46;;
39018;Aromas;39;402;338;5299;2734;9;;
39019;Les Arsures;39;449;328;7493;3479;46;;
39020;Arsure-Arsurette;39;362;457;7441;3461;9;;
39021;La Chailleuse;39;392;361;5603;2837;46;;
39022;Asnans-Beauvoisin;39;621;317;5831;2914;9;;
39024;Audelange;39;553;318;6942;3292;9;;
39025;Augea;39;475;325;5295;2732;9;;
39026;Augerans;39;530;318;6362;3094;46;;
39027;Augisey;39;399;351;5434;2779;46;;
39028;Aumont;39;481;321;7336;3425;46;;
39029;Aumur;39;684;315;5242;2714;9;;
39030;Authume;39;532;321;5778;2896;9;;
39031;Auxange;39;555;319;7479;3474;9;;
39032;Avignon-lès-Saint-Claude;39;369;411;5674;2861;46;;
39034;Balaiseaux;39;594;318;5988;2968;9;;
39035;Balanod;39;468;321;3880;2252;9;;
39037;Bans;39;519;319;6429;3117;9;;
39038;Barésia-sur-l'Ain;39;391;367;6866;3266;46;;
39039;La Barre;39;539;322;7445;3462;9;;
39040;Barretaine;39;350;371;7030;3321;46;;
39041;Baume-les-Messieurs;39;350;330;6581;3169;46;;
39042;Baverans;39;544;318;6327;3083;9;;
39043;Beaufort-Orbagna;39;458;321;5303;2735;9;;
39045;Beffia;39;390;359;5961;2958;46;;
39046;Bellecombe;39;408;546;5788;2900;9;;
39047;Bellefontaine;39;372;490;6199;3039;9;;
39048;Belmont;39;526;318;6425;3116;46;;
39049;Bersaillin;39;480;327;6712;3213;46;;
39050;Besain;39;338;367;7433;3458;46;;
39051;Biarne;39;572;317;6380;3101;9;;
39052;Bief-des-Maisons;39;361;461;7088;3341;9;;
39053;Bief-du-Fourg;39;367;441;9111;4028;46;;
39054;Biefmorin;39;543;319;6100;3006;46;;
39055;Billecul;39;359;424;7944;3632;9;;
39056;Bletterans;39;472;317;5733;2881;9;;
39057;Blois-sur-Seille;39;353;323;6824;3251;46;;
39058;Blye;39;375;356;7208;3382;46;;
39059;Bois-d'Amont;39;342;501;7349;3430;9;;
39060;Bois-de-Gand;39;498;318;6116;3011;46;;
39061;Boissia;39;382;358;7273;3404;46;;
39062;La Boissière;39;387;358;5775;2895;9;;
39063;Bonlieu;39;338;420;6762;3230;46;;
39065;Bonnefontaine;39;330;376;7268;3402;46;;
39066;Bornay;39;374;360;5958;2957;46;;
39068;Les Bouchoux;39;407;470;6221;3047;9;;
39070;Bourg-de-Sirod;39;305;377;7672;3540;9;;
39072;Bracon;39;418;336;7815;3588;46;;
39073;Brainans;39;462;324;6794;3241;46;;
39074;Brans;39;649;316;7921;3624;9;;
39076;La Bretenière;39;531;319;7335;3425;9;;
39077;Bretenières;39;521;319;5836;2916;9;;
39078;Brevans;39;545;317;6262;3061;9;;
39079;Briod;39;341;369;6086;3001;46;;
39080;Broissia;39;401;336;5368;2757;9;;
39081;Buvilly;39;377;340;7012;3315;46;;
39083;Censeau;39;368;431;7420;3454;46;;
39084;Cernans;39;404;389;8505;3822;46;;
39085;Cerniébaud;39;340;473;8332;3764;9;;
39086;Cernon;39;373;351;7467;3470;46;;
39088;Cesancey;39;426;325;5080;2659;46;;
39090;Chaînée-des-Coupis;39;578;318;5430;2778;9;;
39091;Les Chalesmes;39;355;439;6553;3159;9;;
39092;Chambéria;39;384;344;5910;2941;46;;
39093;Chamblay;39;488;319;6320;3080;46;;
39094;Chamole;39;355;371;7040;3325;46;;
39095;Champagne-sur-Loue;39;478;323;7638;3528;46;;
39096;Champagney;39;612;317;7636;3527;9;;
39097;Champagnole;39;338;368;7748;3565;46;;
39099;Champdivers;39;665;315;5622;2843;9;;
39100;Champrougier;39;517;318;6066;2994;46;;
39101;Champvans;39;590;318;6134;3017;9;;
39102;Chancia;39;404;332;7069;3335;46;;
39103;La Chapelle-sur-Furieuse;39;430;327;7513;3485;46;;
39104;Chapelle-Voland;39;548;315;5901;2938;9;;
39105;Chapois;39;373;385;9197;4057;46;;
39106;Charchilla;39;364;375;6272;3064;46;;
39107;Charcier;39;367;365;7143;3360;46;;
39108;Charency;39;320;416;8018;3657;9;;
39109;Charézier;39;378;357;7310;3416;46;;
39110;La Charme;39;488;319;6764;3231;46;;
39111;Charnod;39;393;365;5643;2850;9;;
39112;La Chassagne;39;536;317;4951;2615;9;;
39114;Château-Chalon;39;372;327;6629;3185;46;;
39116;La Châtelaine;39;374;373;7596;3513;46;;
39117;Chatelay;39;513;319;6731;3220;46;;
39118;Châtel-de-Joux;39;352;393;6485;3136;46;;
39119;Le Chateley;39;505;319;6303;3075;46;;
39120;Châtelneuf;39;344;422;6818;3249;9;;
39121;Châtenois;39;648;317;6739;3222;9;;
39122;Châtillon;39;360;363;7015;3316;46;;
39124;Chaumergy;39;518;319;5683;2864;9;;
39126;La Chaumusse;39;332;440;6465;3130;9;;
39127;Chaussenans;39;343;345;7046;3327;46;;
39128;Chaussin;39;649;315;5866;2926;9;;
39129;Chaux-des-Crotenay;39;320;419;5374;2759;9;;
39130;Nanchez;39;350;457;6464;3129;46;;
39131;La Chaux-du-Dombief;39;334;447;6644;3190;46;;
39132;La Chaux-en-Bresse;39;505;317;5958;2957;9;;
39133;Chaux-Champagny;39;386;384;7824;3591;46;;
39134;Chavéria;39;417;360;5972;2962;46;;
39136;Chemenot;39;502;318;6204;3041;46;;
39137;Saint-Hymetière-sur-Valouse;39;408;358;5985;2966;9;;
39138;Chemin;39;677;314;5748;2886;9;;
39139;Chêne-Bernard;39;555;318;5280;2727;9;;
39140;Chêne-Sec;39;525;317;5497;2801;9;;
39141;Chevigny;39;579;326;6803;3244;9;;
39142;Chevreaux;39;422;349;4770;2554;9;;
39143;Chevrotaine;39;349;419;7325;3422;46;;
39145;Chille;39;354;334;5430;2778;46;;
39146;Chilly-le-Vignoble;39;412;321;4783;2558;9;;
39147;Chilly-sur-Salins;39;380;384;7668;3538;46;;
39149;Chissey-sur-Loue;39;516;319;6812;3247;46;;
39150;Choisey;39;576;316;5975;2963;9;;
39151;Choux;39;394;434;6054;2990;9;;
39153;Cize;39;320;366;7606;3517;9;;
39154;Clairvaux-les-Lacs;39;379;368;6989;3307;46;;
39155;Clucy;39;415;386;8084;3679;46;;
39156;Cogna;39;373;367;6995;3309;46;;
39157;Coiserette;39;391;390;5921;2945;9;;
39159;Colonne;39;496;319;6498;3141;46;;
39160;Commenailles;39;512;318;6001;2972;9;;
39162;Condamine;39;456;319;4136;2339;9;;
39163;Condes;39;406;332;6558;3161;9;;
39164;Conliège;39;347;331;5821;2911;46;;
39165;Conte;39;320;424;7774;3574;9;;
39166;Cornod;39;385;334;5704;2871;9;;
39167;Cosges;39;496;317;5521;2809;9;;
39168;Courbette;39;374;367;6320;3080;46;;
39169;Courbouzon;39;370;323;4858;2584;46;;
39170;Courlans;39;418;320;4762;2551;9;;
39171;Courlaoux;39;448;319;4788;2560;9;;
39172;Courtefontaine;39;517;324;7562;3502;9;;
39173;Cousance;39;468;319;5012;2636;9;;
39174;Coyrière;39;390;403;5921;2945;9;;
39175;Coyron;39;392;367;6254;3058;46;;
39176;Cramans;39;476;320;7886;3612;46;;
39177;Hauteroche;39;343;363;6732;3220;46;;
39178;Crans;39;316;408;7044;3326;9;;
39179;Crenans;39;361;389;6222;3047;46;;
39180;Cressia;39;403;361;5412;2772;46;;
39182;Crissey;39;578;317;6040;2985;9;;
39183;Crotenay;39;354;362;7753;3567;46;;
39184;Les Crozets;39;359;437;6109;3009;46;;
39185;Cuisia;39;470;326;5104;2667;9;;
39187;Cuvier;39;349;432;7856;3602;46;;
39188;Dammartin-Marpain;39;594;321;8007;3653;9;;
39189;Damparis;39;627;317;5771;2894;9;;
39190;Dampierre;39;531;325;7693;3547;46;;
39191;Darbonnay;39;426;324;6629;3185;46;;
39192;Denezières;39;335;387;6836;3255;46;;
39193;Le Deschaux;39;564;319;6197;3038;9;;
39194;Desnes;39;461;317;5963;2959;9;;
39196;Les Deux-Fays;39;534;319;5479;2795;9;;
39197;Digna;39;462;326;4775;2555;9;;
39198;Dole;39;559;319;6165;3028;9;;
39199;Domblans;39;423;332;6623;3183;46;;
39200;Dompierre-sur-Mont;39;407;364;6776;3235;46;;
39201;Doucier;39;362;365;7330;3423;46;;
39202;Dournon;39;401;384;9242;4072;46;;
39203;Doye;39;324;422;8037;3663;9;;
39204;Dramelay;39;400;353;5833;2915;9;;
39205;Éclans-Nenon;39;548;318;7010;3314;46;;
39206;Écleux;39;482;320;7024;3319;46;;
39207;Écrille;39;379;345;6351;3091;46;;
39208;Entre-deux-Monts;39;321;423;5864;2925;9;;
39209;Val-d'Épy;39;417;340;5137;2679;9;;
39210;Équevillon;39;310;386;7976;3643;9;;
39211;Les Essards-Taignevaux;39;579;317;5568;2825;9;;
39214;Esserval-Tartre;39;349;431;7927;3626;46;;
39216;Étival;39;356;429;6356;3092;46;;
39217;L'Étoile;39;405;324;5605;2837;46;;
39218;Étrepigney;39;537;319;7382;3441;46;;
39219;Évans;39;527;322;6631;3186;46;;
39220;Falletans;39;546;317;6495;3140;46;;
39221;La Favière;39;352;427;7877;3609;9;;
39222;Fay-en-Montagne;39;344;372;7157;3364;46;;
39223;La Ferté;39;482;320;7142;3359;46;;
39225;Le Fied;39;345;367;7082;3339;46;;
39227;Foncine-le-Bas;39;334;425;5998;2971;9;;
39228;Foncine-le-Haut;39;335;443;5093;2663;9;;
39229;Fontainebrux;39;462;317;5183;2694;9;;
39230;Fontenu;39;351;378;7451;3464;46;;
39232;Fort-du-Plasne;39;328;419;6119;3012;9;;
39233;Foucherans;39;559;318;6021;2979;9;;
39234;Foulenay;39;523;318;5557;2821;9;;
39235;Fraisans;39;520;319;6817;3249;46;;
39236;Francheville;39;494;318;6015;2977;46;;
39237;Fraroz;39;360;466;8173;3710;9;;
39238;Frasne-les-Meulières;39;580;321;7209;3382;9;;
39239;La Frasnée;39;348;372;6512;3145;46;;
39240;Le Frasnois;39;326;424;6790;3240;46;;
39241;Frébuans;39;421;320;4804;2566;46;;
39244;Frontenay;39;403;367;6632;3186;46;;
39245;Gatey;39;600;318;5771;2894;9;;
39246;Gendrey;39;552;325;7840;3597;46;;
39247;Genod;39;383;351;5845;2919;9;;
39248;Geraise;39;416;392;8284;3747;46;;
39249;Germigney;39;515;319;6650;3192;46;;
39250;Geruge;39;377;351;5455;2786;46;;
39251;Gevingey;39;382;326;5083;2660;46;;
39252;Gevry;39;598;316;5663;2857;9;;
39253;Gigny;39;407;340;5299;2734;9;;
39254;Gillois;39;357;429;7618;3521;9;;
39255;Gizia;39;418;326;5091;2663;9;;
39258;Grande-Rivière Château;39;345;463;6483;3136;46;;
39259;Grange-de-Vaivre;39;435;323;7540;3495;46;;
39261;Graye-et-Charnay;39;410;341;5244;2715;9;;
39262;Gredisans;39;573;328;6516;3147;9;;
39263;Grozon;39;424;324;7088;3341;46;;
39265;Hautecour;39;376;385;6766;3232;46;;
39266;Les Hays;39;597;318;5691;2867;9;;
39267;Ivory;39;393;382;7671;3539;46;;
39268;Ivrey;39;426;350;7746;3565;46;;
39269;Jeurre;39;371;333;6771;3233;46;;
39270;Jouhe;39;539;320;6099;3005;9;;
39271;Lac-des-Rouges-Truites;39;334;461;6154;3024;9;;
39272;Ladoye-sur-Seille;39;355;333;6909;3280;46;;
39273;Montlainsia;39;392;358;5583;2830;9;;
39274;Lajoux;39;391;536;5341;2748;9;;
39275;Lamoura;39;380;529;5552;2820;9;;
39277;Le Larderet;39;366;381;8740;3902;46;;
39278;Largillay-Marsonnay;39;393;356;7086;3340;46;;
39279;Larnaud;39;444;318;5012;2636;9;;
39280;Larrivoire;39;386;404;5956;2957;9;;
